noid,codigo_departamento,nombre_departamento,codigo_municipio,nombre_municipio,zona_postal,codigo_postal,limite_norte,limite_sur,limite_este,limite_oeste,tipo,barrios_contenidos_en_el_codigo_postal,veredas_contenidas_en_el_codigo_postal
2122,47,MAGDALENA,47720,SANTA BARBARA DE PINTO,4740,474001,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
305,5,ANTIOQUIA,05353,HISPANIA,564,56457,M. CIU. BOLI. Y PUEBLO R.,MUNICIPIO ANDES,MPIO. PUEBLORICO,M. BETANIA Y CIU. BOLIVAR,Rural,Sin Informacion de Barrios,Cabecera Municipal- Corinoto-  El Llanete-  El Silencio-  Hoyo Grande-  La Cuelga-  La Palmira-  Morrón-  Mulato-  Potrerillo-  Sevilla-  Sinaí-  Zarzagueta
1557,25,CUNDINAMARCA,25899,ZIPAQUIRA,2502,250258,VIA SUBA.-ZIPA-L. U.-M. COGUA,M. CAJI.-SOPO-TOCANCIPA,MUNICIPIO TOCANCIPA,MUNICIPIO TABIO,Rural,Cpr. San Miguel,Sin Informacion de Veredas
1576,25,CUNDINAMARCA,25317,GUACHETA,2506,250610,CL 8,LIMITE URBANO,KR 4 E,KR 10,Urbano,Centro (Urbano)- El Porvenir- El Tejar- Gualacia- Los Tejares- Villa de San Juan,Sin Informacion de Veredas
1341,20,CESAR,20032,ASTREA,2010,201047,MPIO. PIJIÑO DEL CARMEN,MUNICIPIO CHIMICHAGUA,MPIO. EL PASO Y CHIRIGUANA,VÍA C. DE ARIGUANI-CHIMICHAGUA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
232,5,ANTIOQUIA,05467,MONTEBELLO,550,55047,MUNICIPIO CALDAS,VIA RETIRO-L. U.-VERSALLES,MUNICIPIO RETIRO,MPIO. SANTA BARBARA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
938,15,BOYACA,15185,CHITARAQUE,1544,154420,CL 5,LIMITE URBANO,KR 1,KR 7,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
391,8,ATLANTICO,08001,BARRANQUILLA,800,80007,LIMITE URBANO,MUNICIPIO GALAPA,LIMITE URBANO,M. PUERTO COLOMBIA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1394,23,CORDOBA,23001,MONTERIA,2300,230001,LIMITE URBANO,LIMITE URBANO,RIO SINÚ,LIMITE URBANO,Urbano,Campo Alegre- Casa Finca- Casita Nueva- El Amparo- El Bongo- El Campano- El Dorado- El Poblado- El Rosario- El Tambo- Juan XXIII- La Alboraya- La Esmeralda- La Esperanza- La Palma- La Ribera- La Vid- Los Ebanos- Magdalena- Manuel Jiménez- Mi Ranchito- Min,Cabecera Municipal- El Floral-  Pica Pica-  Pringamosa
2125,47,MAGDALENA,47707,SANTA ANA,4740,474027,MPIO. PLATO Y NVA. GRANADA,MPIO. MOMPOS Y TALAIGA NUEVO,VÍA LA GLORIA-PIJIÑO DEL CARMEN,M. SANTA B. DE PINTO,Rural,Sin Informacion de Barrios,LOS MANGOS
584,13,BOLIVAR,13433,MAHATES,1310,131048,VIA SAN CAYETANO-SINCERIN,MUNICIPIO MARIA LA BAJA,M. SAN JUAN NEPOMUCENO,MUNICIPIO ARJONA,Rural,ARROYO VIEJO- CARRETERA- CONCEPCION 1- CONCEPCION 2- EL CAMPITO- EL CAMPO- EL VIZO- KENNEDY- LA PLAZA- NUEVO HORIZONTE- RINCON GUAPO- SAGRADO CORAZON,Malagana- Pava
2221,50,META,50568,PUERTO GAITAN,5020,502057,CAÑO MARRA Y RUBIALES,MUNICIPIO MAPIRIPÁN,MUNICIPIO CUMARIBO,VÍA LA TONINA-TILLABA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2550,54,NORTE DE SANTANDER,54172,CHINACOTA,5410,541077,MUNICIPIO LOS PATIOS,MUNICIPIO TOLEDO,MPIO. RAGONVALIA Y HERRÁN,M. BOCHALEMA Y PAMPLONITA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2540,54,NORTE DE SANTANDER,54001,CUCUTA,5400,540018,RIO ZULIA Y M. PTO S/DER,VENEZUELA,VENEZUELA,Q. LA FLORESTA Y RIO ZULIA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3005,68,SANTANDER,68307,GIRON,6875,687541,LIMITE URBANO,CL  27,LIMITE URBANO,LIMITE URBANO,Urbano,Aldea Alta- Aldea Baja- Alicante- Altos de La Campiña- Altos de San Antonio del Carri- Altos del Llanito- Altos del Tejar- Balcones del Portal- Bellavista- Brisas del Río- Carrizal Campestre- Castilla La Nueva- Centro- Convivir- Corviandi 3- El Carmen- El,Sin Informacion de Veredas
1469,23,CORDOBA,23660,SAHAGUN,2325,232549,ARROYO MONTEGRANDE Y TREMENTINO,MUNICIPIO PUEBLO NUEVO,MUNICIPIO SAN MARCOS,VÍA SAHAGÚN-SANTIAGO ABAJO,Rural,Sin Informacion de Barrios,El Corozo- El Crucero-  El Orgullo-  La Corocita-  La Padilla-  Las Cruces-  Los Chibolos-  Morrocoicito-  Morrocoy-  Trementino
643,13,BOLIVAR,13074,BARRANCO DE LOBA,1335,133517,MPIO. HATILLO DE LOBA,MPIO. ALTOS DEL ROSARIO,MPIO. SAN MARTIN DE LOBA,MUNICIPIO PINILLOS,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3681,99,VICHADA,99624,SANTA ROSALIA,9950,995009,VÍA GUACIAS-NAZARETH,MUNICIPIO CUMARIBO,MUNICIPIO LA PRIMAVERA,MUNICIPIO PUERTO GAITÁN,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
470,11,BOGOTA D.C.,11001,LOCALIDAD SANTA FE,1103,110321,AC 19,AC 1,LIMITE URBANO,AK 14,Urbano,El Dorado- El Guavio- El Rocío- Girardot- La Capuchina- La Pena- La Pena Rural- Las Cruces- Los Laches- Lourdes- Ramírez- San Bernardino- San Francisco Rural- Santa Inés- Veracruz,Sin Informacion de Veredas
601,13,BOLIVAR,13657,SAN JUAN NEPOMUCENO,1320,132010,KR 25A,KR 1,LIMITE URBANO,CL 21,Urbano,20 de Marzo- Armero- Arriba- Barranquillita- Bella Vista- Buenos Aires- Centro- Ciudadela- Diogenes Arrieta- el Cerrito- El Progreso- Guarumal- Hurpango- Isla Verde- La Bodega- La Floresta- La Frontera- Las Delicias- Mochila- Nueva Floresta- Palmira- San,Sin Informacion de Veredas
1481,23,CORDOBA,23555,PLANETA RICA,2330,233047,MPIO. SAN CARLOS Y PUEBLO NUEVO,AY. TREMENTINA Y VÍA EL ALMEN.-MEDIO R.,VÍA MEDIO RANCHO-PUEBLO NUEVO,MUNICIPIO MONTERIA,Rural,Sin Informacion de Barrios,Maquencal
1323,20,CESAR,20001,VALLEDUPAR,2000,200005,LIMITE URBANO,CL 16,AK  S. BOLIVAR,LIMITE URBANO,Urbano,5 de Enero- Arizona- Azúcar Buena- Bello Horizonte- Campo Romero- Candelaria Norte- Ceiba Alta Gracia- Ciudad Tayrona III- Divino Niño- Don Alberto- Dundacare- Edgardo Pupo- El Amparo- Eneal- Francisco El Hombre- Futuro de Los Niños- Garupal- Ichagua- Ira,Sin Informacion de Veredas
257,5,ANTIOQUIA,05129,CALDAS,554,55447,V. LA MIEL- LA ROMERA Y M. SABANETA,M. MONTEBELLO,M. EL RETIRO,VIA LA ESTRELLA-VERSALLES,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1697,25,CUNDINAMARCA,25386,LA MESA,2526,252601,CL 12,CL 1,KR 1,CL 12,Urbano,Sin Informacion de Barrios,ALTO DEL TIGRE- CALUCATA-  DOIMA-  GUAYABAL-  HATO NORTE-  LA TRINIDAD-  SAN NICOLAS-  SAN NICOLAS BAJO
290,5,ANTIOQUIA,05034,ANDES,560,56060,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,23 de Mayo- Alameda- Avenida Medellín- Brisas de San Juan- Ciudad Corid- El Centro- El Hoyo- La Aguada- La Cuchilla- María Auxiliadora- Plaza de Ferias- Río San Juan- San Francisco- San Luis- San Pedro- Sector Ferromesa- Sector La Cárcel- Sector Troncal d,Sin Informacion de Veredas
1066,17,CALDAS,17042,ANSERMA,1770,177088,Q/DA. EL MANZANO Y RÍO (PERMANENTE),MPIO. RISARALDA Y PALESTINA,MPIO. NEIRA Y MANIZALES,VÍA ANSERMA-RISARALDA,Rural,Sin Informacion de Barrios,Betania- Guamito-  La Trinidad
3618,95,GUAVIARE,95025,EL RETORNO,9510,951009,MPIO. SAN JOSE DEL GUAVIARE,MPIO. MIRAFLORES- CARURU Y PAPUNAUA,RÍO (PERMANENTE),CAÑO KINIQUIARE,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2347,52,NARIÑO,52240,CHACHAGÜI,5220,522001,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1484,23,CORDOBA,23555,PLANETA RICA,2330,233057,ARROYO TREMENTINAL,M. MONTELI. Y VÍA S. FCO. DE R.-MARAÑONAL,VÍA SAN FCO. DE RAYO-MEDIO RANCHO,MPIO. TIERRALTA Y MONTERIA,Rural,Sin Informacion de Barrios,Arroyón- La Fé-  La Manta
1976,41,HUILA,41396,LA PLATA,4150,415068,M. INZÁ Y PÁEZ,VÍA LA PLATA-ALTO CAÑADA,VÍA LA PLATA-ARANZAZU,MUNICIPIO INZÁ,Rural,Sin Informacion de Barrios,ALTO CAÑADA- ALTO GETZEN-  ALTO PATICO-  ALTO SAN FRANCISCO-  BETANIA-  EL CARMELO-  EL CERRITO-  LA ESPERANZA-  LA ESTRELLA-  LA MURALLA-  LAS MERCEDES-  LOS ANGELES-  SAN FRANCISCO-  SAN JUAN
333,5,ANTIOQUIA,05628,SABANALARGA,570,57027,MUNICIPIO TUANGO,QUEBRADA NIQUIA,QUEBRADA SANTA MARIA,RÍO CAUCA,Rural,Sin Informacion de Barrios,El oro- El Socorro-  El Tambo-  La Ciénaga-  La Loma-  La Meseta-  Llano de los encuentros-  Llano del Oro-  Los tendidos-  Nohava-  Remartín-  Renegado Valle
1945,41,HUILA,41615,RIVERA,4130,413007,MUNICIPIO NEIVA,RÍO (PERMANENTE),RÍO (PERMANENTE),MUNICIPIO PALERMO,Rural,Sin Informacion de Barrios,MONSERRATE
1104,18,CAQUETA,18592,PUERTO RICO,1820,182059,RÍO (PERMANENTE),MPIO. CARTAGENA DEL CHAIRÁ,MPIO. SAN VI. DEL CAGUÁN,MPIO. EL DONCELLO Y RÍO GUAYAS,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1791,25,CUNDINAMARCA,25862,VERGARA,2536,253657,MUNICIPIO EL PEÑÓN,VIA VERGARA - CERINZA,MUNICIPIO PACHO,MUNICIPIO NIMAIMA,Rural,Sin Informacion de Barrios,El Zancudo- Flandes
3535,86,PUTUMAYO,86573,LEGUIZAMO,8640,864001,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3131,73,TOLIMA,73870,VILLAHERMOSA,7315,731508,MUNICIPIO CASABIANCA,MUNICIPIO MURILLO,VÍA CASABIAN.-PRIMAVERAL-MURILLO,MPIO. VILLAMARIA Y CASABIANCA,Rural,Sin Informacion de Barrios,Cabecera Municipal
53,5,ANTIOQUIA,05088,BELLO,510,51050,LIMITE URBANO,DG 50A- 51 Y 52,M. COPACABANA,AK 49B Y Q. LA GARCIA,Urbano,Altos de Niquia- Ciudad Niquia- Ciudadela del Norte- Guasimalito- La Navarra- Niquia Bifamiliar- Panamericano- Quitasol,Sin Informacion de Veredas
1219,19,CAUCA,19743,SILVIA,1920,192087,VÍA PIENDAMO-SILVIA-PUEBLECITO,MUNICIPIO TOTORÓ,VÍA PUEBLECITO-GABRIEL LÓPEZ,M. PIENDA.- CAJIBÍO Y TOTORÓ,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2161,47,MAGDALENA,47170,CHIBOLO,4760,476060,KR 17,TV 1,CL 18 BIS,CL 2 BIS AN,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1032,17,CALDAS,17541,PENSILVANIA,1730,173069,MUNICIPIO NARIÑO,VÍA PENSILVANIA-SAMANÁ,MUNICIPIO SAMANÁ,VÍA PENSILVANIA-PUERTO VENUS,Rural,Sin Informacion de Barrios,Agua Bonita- Arenillal-  Buenos Aires-  Cabecera Municipal Pensilvania-  Campoalegre-  Cartagena-  Casco Urbano-  Casco Urbano-  CHaquiral-  Cundinamarca-  El Algarrobo-  El Anime Alto-  El Anime Bajo-  El Billar-  El Bosque-  El Castillo-  El Dorado-  El
1107,18,CAQUETA,18150,CARTAGENA DEL CHAIRA,1830,183018,RÍO SUNSIYA Y CAQUETÁ,MUNICIPIO SOLANO,RÍO CAQUETÁ,MUNICIPIO SOLANO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
740,15,BOYACA,15403,LA UVITA,1508,150860,LIMITE URBANO,CL 2,KR 1,KR 9,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2214,50,META,50573,PUERTO LOPEZ,5020,502007,M. CABUYARO- VILLANU.- TAURA. Y MANI,RÍO YUCAO Y CAÑO NAVAJITAS,MPIO. PUERTO GAITÁN,RÍO METICA,Rural,Sin Informacion de Barrios,El Limonal- Guamal-  La Poyata-  San Joaquin de Garibay
148,5,ANTIOQUIA,05670,SAN ROQUE,530,53030,LIMITE URBANO,CL 14,KR 13,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2318,52,NARIÑO,52051,ARBOLEDA - BERRUECOS,5205,520578,VÍA ARBOLEDA-SAN LORENZO,MUNICIPIO BUESACO,VÍA SAN LORENZO-SAN JOSE DE A.,MUNICIPIO SAN LORENZO,Rural,Sin Informacion de Barrios,Arrayanes- Cebadero-  El Empate-  El Olivo-  La Cañada-  Olaya-  Rosa Florida Norte-  Rosa Florida Sur-  San Joaquín-  San Miguel-  San Pedro Bajo-  Santa Teresa-  Toronjal-  Viña-  Yunguilla
3292,76,VALLE DEL CAUCA,76126,CALIMA,7605,760537,M. RÍOFRIO Y EL LITO. DEL SAN J.,MUNICIPIO RESTREPO,MUNICIPIO YOTOCO,RÍO BRAVO Y (PERMANENTE),Rural,Sin Informacion de Barrios,Berlín- El Boleo-  El Diamante-  El Llanito-  El Mirador-  La Camelia-  La Cristalina-  La Italia-  La Samaria-  Palermo-  Puerto Buga
1455,23,CORDOBA,23678,SAN CARLOS,2325,232501,KR 7,KR 1 S,CL 18,CL 1,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1390,20,CESAR,20770,SAN MARTIN,2050,205059,MPIO. RÍO DE ORO Y AGUACHICA,QUEBRADA EL BEJUCO,VÍA SAN ALBERTO-AGUACHICA,MUNICIPIO PUERTO WILCHES,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
316,5,ANTIOQUIA,05873,VIGIA DEL FUERTE,568,56827,MUNICIPIO MURINDO,RÍO PARACUCUNDÓ,M. RONTINO Y URRAO,MUNICIPIO BOJAYA,Rural,Sin Informacion de Barrios,Arenal- Buchado-  Gengadó-  Jarapató-  La Playa-  Salado-  San Martín-  San Miguel-  Vuelta Cortada
614,13,BOLIVAR,13212,CORDOBA,1325,132508,MUNICIPIO ZAMBRANO,M. BUENAVISTA Y MAGANGUE,M. PLATO Y STA. BARB. DE PINTO,VIA ZAMBRANO-SAN PEDRO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
851,15,BOYACA,15022,ALMEIDA,1530,153027,MUNICIPIO GARAGOA,MUNICIPIO CHIVOR,MUNICIPIO MACANAL,MUNICIPIO SOMONDOCO,Rural,Sin Informacion de Barrios,Belén- Boya I-  Cabecera Municipal-  Curiavaca Abajo-  Tibaita-  Umbavita-  Yavir
3084,70,SUCRE,70221,COVEÑAS,7060,706050,CL 1,CL 94,KR 6B SUR,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2223,50,META,50568,PUERTO GAITAN,5020,502059,RÍO GUARROJO Y CAÑO DULLACÍAS,CAÑO MINA CHIQUITA- TEXAS Y RÍO (PER.),VÍA LAS CULATAS-LOS KIOSCOS,MUNICIPIO PUERTO LÓPEZ,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
566,13,BOLIVAR,13683,SANTA ROSA,1305,130520,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
283,5,ANTIOQUIA,05789,TAMESIS,560,56028,VÍA TAMESIS - JERICO- RÍO CARTAMA,M. JARDIN- RÍOSUCIO,M. CARAMNTA Y VALPARAISO,MUNICIPIO JERICO,Rural,Sin Informacion de Barrios,Cabecera Municipal- Campo Alegre-  Cedeño Bajo-  Corozal-  La Argentina-  La Faena-  La Florida-  La Liborina-  La Matilde-  La Mirla-  La Pastora-  Nudillales-  Otrabanda-  Pescadero-  Piedra Moler-  Playa Rica-  Río Claro-  San Luis-  San Pedro
1036,17,CALDAS,17662,SAMANA,1740,174009,MUNICIPIO NORCASIA,MUNICIPIO MARQUETALIA,MUNICIPIO VICTORIA,VÍA PENSILVANIA-SAMANÁ-LOS POMOS,Rural,Sin Informacion de Barrios,Carrizales- Corinto-  Guayana-  La Miel-  La Pradera
1317,19,CAUCA,19418,LOPEZ,1960,196067,MUNICIPIO BUENAVENTURA,MUNICIPIO TIMBIQUÍ,RÍO AGUA CLARA Y MICAY,OCEANO PACIFICO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
435,8,ATLANTICO,08685,SANTO TOMAS,830,83067,MUNICIPIO SABANAGRANDE,MUNICIPIO PALAMAR DE VARELA,MUNICIPIO SITIONUEVO,MUNICIPIO POLONUEVO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2273,50,META,50680,SAN CARLOS DE GUAROA,5070,507011,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,El Barro- El Carmen-  La Raya
3417,81,ARAUCA,81220,CRAVO NORTE,8120,812018,CAÑO LOS ARAGUATOS,RÍO META,VENEZUELA,M. HATO COROZAL,Rural,Sin Informacion de Barrios,Campo Abierto- Juriepe-  La Esperanza-  La Vírgen-  Lejanas de Juriepe-  Los Pasados-  Nueva Antioquia-  Resguardo Indigena-  Santa Bárbara
739,15,BOYACA,15368,JERICO,1508,150847,MUNICIPIO LA UVITA,MUNICIPIO SOCOTA,MUNICIPIO CHITA,M. SUSACÓN Y SATIVANORTE,Rural,Sin Informacion de Barrios,Bácota- Cañitas-  Centro-  Chilcal-  Cocubal-  Datal-  Estancia-  Juncal-  La Estancia-  Ovejera-  Pueblo Viejo-  San Bernardo-  Tapias-  Tíntoba
1982,41,HUILA,41378,LA ARGENTINA,4150,415088,MPIO. PURACÉ Y LA PLATA,M. SALADOBLANCO Y OPORAPA,VÍA BELÉN-OPORAPA,M. ISNOS Y SALADOBLANCO,Rural,Sin Informacion de Barrios,ALTO PENSIL- BAJO PENSIL-  BELEN-  EL CONGRESO-  EL PENSIL-  EL ROSARIO-  LA ESTACION-  LOURDES-  MARSELLA-  SAN ROQUE
3031,70,SUCRE,70418,LOS PALMITOS,7010,701058,VÍA LOS PALMITOS-SAN PEDRO,M. COROZAL- SAN J. DE BE. Y  SAN L. DE S.,MUNICIPIO SAN PEDRO,MUNICIPIO MORROA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2573,54,NORTE DE SANTANDER,54174,CHITAGA,5440,544038,MUNICIPIO TOLEDO,M. CONCEPCIÓN Y CUBARÁ,MUNICIPIO CUBARÁ,RÍO VALEGRA,Rural,Sin Informacion de Barrios,Buena Vista- Campo Hermoso-  El Encanto-  El Mesón-  La Mesa-  La Reserva-  Morretón-  Rio Colorado-  Rio Negro-  San Carlos-  Santa Ines
3173,73,TOLIMA,73268,ESPINAL,7335,733528,MUNICIPIO FLANDES,MUNICIPIO GUAMO,MUNICIPIO SUÁREZ,VÍA GIRARDOT-GUAMO,Rural,Sin Informacion de Barrios,Canastos- Cardonal-  El Colegio-  Quinto Chipuelo-  Serrezuela Primavera-  Sucre
891,15,BOYACA,15104,BOYACA,1536,153610,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1397,23,CORDOBA,23001,MONTERIA,2300,230004,CL  9,LIMITE URBANO,LIMITE URBANO,RIO SINÚ,Urbano,1 de Mayo- 2 de Septiembre- Alfonso Lopez- Andalucía- Boston- Brisas del Sinú- Colina Real- Edmundo López- Edmundo López II- El Paraíso- El Prado- El Tendal- Furatena- Galilea- La Campiña- La Candelaria- La Coquera- La Granja- Las Colinas (El Cerro)- Los,El Prado
3287,76,VALLE DEL CAUCA,76233,DAGUA,7605,760520,DG 0,CL 18,KR 26,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1542,25,CUNDINAMARCA,25799,TENJO,2502,250201,KR 1,KR 11A,CL 10,CL 2 E,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
849,15,BOYACA,15236,CHIVOR,1530,153007,M. GUAYATA- ALMEIDA Y MACANAL,MUNICIPIO GACHALA,MUNICPIO SANTA MARIA,MUNICIPIO UBALA,Rural,Sin Informacion de Barrios,CHivor CHiquito- Curiavaca Arriba-  EL CARMEN-  El Higueron-  El Mimo-  El Pino-  La Esmeralda-  La Esperanza-  LA PLAYA-  MONTECRISTO-  MUNDO NUEVO-  SAN ANTONIO ROSA-  San Francisco-  Sinai
1865,27,CHOCO,27745,SIPI,2740,274057,MPIO. NOVITA Y SAN JOSE DEL PALMAR,QUEBRADA SOROBIATA Y RÍO (PERMANENTE),MPIO. EL CAIRO- VERSALLES Y EL DOVIO,RÍO SIPÍ,Rural,Sin Informacion de Barrios,Alto Miranda- Balkanes-  Buenavista-  El Dumar-  El Tulcán-  La Aurora-  La Dorada-  La Palma-  La Pradera-  Lituania-  Maravélez-  Sabanablanca
918,15,BOYACA,15232,CHIQUIZA,1540,154020,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1529,25,CUNDINAMARCA,25430,MADRID,2500,250038,MPIO. SUBACHOQUE Y EL ROSAL,MUNICIPIO FUNZA,MPIO. TENJO,VIA MADRID - STA. CECILIA,Rural,Sin Informacion de Barrios,CARRASQUILLA- LOS ARBOLES-  SANTA CRUZ-  VALLE DE ABRA
421,8,ATLANTICO,08758,SOLEDAD,830,83002,CL 17E- KR 52B- 53 Y 56,KR 25 Y 27,M. SITIONUEVO,CL 34- 35 Y AV BOYACA,Urbano,20 de Julio- Centenario- Costa Hermosa- El Cabrero- El Ferry- El Hipódromo- El Porvenir- El Río Santa Inés- El Triunfo- El Tucán- La Rivera- La Victoria Vieja- Las Ferias- Los Arrayanes- Primero de Mayo- Salamanca- Urbanización Las Margaritas- Urbanizació,Sin Informacion de Veredas
3122,73,TOLIMA,73408,LERIDA,7310,731020,CL 20,CL 8 S,KR 8 E,KR 19,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1346,20,CESAR,20443,MANAURE,2020,202001,CL 6,CL 1,KR 1,KR 15,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2345,52,NARIÑO,52786,TAMINANGO,5215,521568,RÍO (PERMA.) Y VÍA TAMI.-LA UNIÓN,VÍA STA. CECI.-LA GRANA. Y RÍO (PER.),MUNICIPIO SAN LORENZO,MPIO. POLICARPA Y EL PEÑOL,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2128,47,MAGDALENA,47545,PIJIÑO DEL CARMEN,4740,474047,MUNICIPIO SANTA ANA,MUNICIPIO SAN ZENÓN,RÍO (PERMANENTE),MUNICIPIO SANTA ANA,Rural,Sin Informacion de Barrios,Cabrera
3327,76,VALLE DEL CAUCA,76250,EL DOVIO,7615,761560,CL 0,CL 17,KR 15,KR 5,Urbano,Sin Informacion de Barrios,Cabecera Municipal- Calle Larga-  La Aguadita
843,15,BOYACA,15690,SANTA MARIA,1528,152827,MPIO. MACANAL Y CAMPOHERMOSO,MPIO. UBALA Y PARATEBUENO,MPIO. SAN LUIS DE GACENO,M. CHIVOR- GACHALÁ Y UBALÁ,Rural,Sin Informacion de Barrios,GAZAJUVO- GIBRALTAR-  LA FLORESTA-  LA ROMANZA-  LAS LAJAS-  MAMBITA CENTRO-  SANTA LUCIA-  SOYA
2501,52,NARIÑO,52621,ROBERTO PAYAN,5280,528038,QUEBRADA PAPI,RÍO PATÍA,MUNICIPIO MAGÜI,RÍO PATÍA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3188,73,TOLIMA,73148,CARMEN DE APICALA,7335,733597,MPIO. RICAURTE Y MELGAR,MPIO. SUÁREZ Y CUNDAY,MPIO. MELGAR Y CUNDAY,MUNICIPIO SUÁREZ,Rural,Sin Informacion de Barrios,Arrayanes- Bacalla-  Bombote-  Ceboruco-  La Guadita-  La Salada-  La Siberia-  Limonal-  San Cristóbal-  San Rafael-  Sinai-  Veraguas
3597,94,GUAINIA,94887,PANA PANA,9430,943017,MUNICIPIO PUERTO COLOMBIA,PAÍS BRASIL,RÍO MEMACHÍ Y PAÍS BRASIL,CAÑO MIRTÍ Y RÍO (PERMANENTE),Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
824,15,BOYACA,15542,PESCA,1524,152460,CL 13,LIMITE URBANO,LIMITE URBANO,KR 9,Urbano,Sin Informacion de Barrios,Comunidad- Santa Barbara
395,8,ATLANTICO,08001,BARRANQUILLA,800,80013,KR  6,DG  83,CL 90 Y 51B,M. GALAPA,Urbano,San Luis- San Roque I- Santa María- Siete de Abril- Veinte de Julio- Villa San Pedro II,Sin Informacion de Veredas
1994,41,HUILA,41770,SUAZA,4160,416089,RÍO (PERMANENTE),MUNICIPIO ACEVEDO,VÍA SUAZA-ACEVEDO,MUNICIPIO TIMANA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3453,85,CASANARE,85125,HATO COROZAL,8520,852018,MPIO. TAME Y PUERTO RONDÓN,MUNICIPIO PAZ DE ARIPORO,CAÑO SAMUCO,RÍO CHIRE Y CAÑO COBIJAS,Rural,Sin Informacion de Barrios,Aricoporo- El Café-  El Rubí-  El Suni-  El Zamuco-  La Colombina-  La Reserva-  Las Tijeras-  Morichales-  Puerto Brasilia
2895,68,SANTANDER,68418,LOS SANTOS,6840,684009,MPIO. GIRÓN Y PIEDECUESTA,Q. LOS SANT. - PARQ. NAL. CHICAMO.,VÍA PARQ. NAL. CHI.-PIEDECUESTA,MUNICIPIO ZAPATOCA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2837,68,SANTANDER,68167,CHARALA,6825,682558,RÍO GUACHA Y VIA OIBA-ENCINO,MUNICIPIO DUITAMA,MUNICIPIO ENCINO,M. OIBA- SUAITA- GAMBITA Y PAIPA,Rural,Sin Informacion de Barrios,Nemizaque- Santa Helena
2596,54,NORTE DE SANTANDER,54313,GRAMALOTE,5450,545057,MUNICIPIO SARDINATA,MUNICIPIO SALAZAR,MPIO. EL ZULIA Y SANTIAGO,MUNICIPIO LOURDES,Rural,Sin Informacion de Barrios,Aguadulce- Azul Alto-  Bellavista-  Boyacá-  Cabecera Municipal-  Cacahuala-  El Alto-  El Cedral-  El Mirador-  El Paramo-  El Rosario-  El Triunfo-  Fátima-  Guaimaral-  Jacome-  La Garza-  La Pajuila-  Los Naranjos-  Miraflores-  Naranjal-  Nuestra Señ
